"Path","Name","Ext","SizeBytes","SHA256","SignStatus","Signer","NotAfter"
"C:\Tiptorro\packages\printers\star\TSP100BLMIF.dll","TSP100BLMIF.dll",".dll","141744","19BF12A0357DC73A1E75F97C924EE077A943ABCB54646001C45BE0C989343388","Valid","CN=Microsoft Windows Hardware Compatibility Publisher, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","02.12.2021 23:15:33"
"C:\Tiptorro\packages\printers\star\TSP100ELM.dll","TSP100ELM.dll",".dll","315288","E2FE2ED026DD7C8B448871E21B8413BB6CC30E2CE41E0CB0C8BFC230DF6E815F","Valid","CN=Microsoft Windows Hardware Compatibility Publisher, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","02.12.2021 23:15:33"
"C:\Tiptorro\packages\printers\star\TSP100ELMIF.dll","TSP100ELMIF.dll",".dll","140696","E79B56998B13DF44F90CD3271983A205F020AED508D25AFEF9CFEB4FDCAB4A98","Valid","CN=Microsoft Windows Hardware Compatibility Publisher, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","02.12.2021 23:15:33"
"C:\Tiptorro\packages\printers\star\TSP100LM.dll","TSP100LM.dll",".dll","335256","AD5AB29715B6ACB849BC2D75DEB40B471CE6E25E0C639F6773DBB67013B4D6F5","Valid","CN=Microsoft Windows Hardware Compatibility Publisher, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","02.12.2021 23:15:33"
"C:\Tiptorro\packages\printers\star\TSP100LMIF.dll","TSP100LMIF.dll",".dll","163248","29736855799F6E4E769B7AE08AD34D2472E7AFCB0C97F326E6AE6C7794139423","Valid","CN=Microsoft Windows Hardware Compatibility Publisher, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","02.12.2021 23:15:33"
"C:\Tiptorro\packages\printers\star\xerces-c_2_8.dll","xerces-c_2_8.dll",".dll","2842992","6001D3DBE1990E2B5D6F945B3D9B15EC53BBC2BD2F312FF6FC8EBB13E934B5B2","Valid","CN=Microsoft Windows Hardware Compatibility Publisher, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","02.12.2021 23:15:33"
"C:\Tiptorro\packages\printers\epson\installer\APD_459aE.exe","APD_459aE.exe",".exe","52971312","9CF854AEA7B91619AE96894307A5885538A5E34839F0654250F43F50BE6D4FD9","Valid","CN=SEIKO EPSON CORPORATION, O=SEIKO EPSON CORPORATION, L=Suwa-Shi, S=Nagano, C=JP","02.10.2024 01:59:59"
"C:\Tiptorro\packages\printers\epson\installer\APD_513_T88V.exe","APD_513_T88V.exe",".exe","54459816","0CDB07172DD3F40709E1926B7929B35B277AF41A080F3C5EADF24E965909E7E9","Valid","CN=SEIKO EPSON CORPORATION, OU=Information Service & Support Department, O=SEIKO EPSON CORPORATION, L=Suwa-Shi, S=Nagano, C=JP","04.10.2022 01:59:59"
"C:\Tiptorro\packages\cctalk\ccDLL_Test.exe","ccDLL_Test.exe",".exe","258048","879CF45B94BB4C21DD826DF0E95A8F76652721F6FFA4330117A0CC326891A5EC","NotSigned","-",
"C:\Tiptorro\packages\cctalk\ccTalk Devices.exe","ccTalk Devices.exe",".exe","311296","0004D68243CB8DBCD25CE4D53BF3875DDCB8DDDBCCC641AF8837813BF07C988A","NotSigned","-",
"C:\Tiptorro\packages\cctalk\ccTalkTest.exe","ccTalkTest.exe",".exe","54272","D852F97A969752EB3B6A1599E891E3700A5184E72BE6129621E50ACA84F02768","NotSigned","-",
"C:\Tiptorro\packages\device-manager\DeviceManager.Host.exe","DeviceManager.Host.exe",".exe","700416","15B9CFFC4B0937E6AD602EED0486D63C186F78EC17FA7288639C14B80C1B0018","NotSigned","-",
"C:\Tiptorro\packages\printers\epson\driver\Tm-T88IV\EAPctled.exe","EAPctled.exe",".exe","82120","A48D1D6F84F604A9DE6FA7EE62710503AB199A6A2A0D3E79FD5C3CF96F3BDB1A","Valid","CN=SEIKO EPSON CORPORATION, OU=Information Service & Support Department, O=SEIKO EPSON CORPORATION, L=Suwa-Shi, S=Nagano, C=JP","08.10.2020 01:59:59"
"C:\Tiptorro\packages\printers\epson\driver\Tm-T88IV\EAPdmsg0.exe","EAPdmsg0.exe",".exe","44032","58C6D6F2CF794C14B4FB09D9004E0DE1928F2A2DFE552AB4AA45AB23E5E47C40","NotSigned","-",
"C:\Tiptorro\packages\printers\epson\driver\Tm-T88IV\EAPDMSG00.EXE","EAPDMSG00.EXE",".exe","148992","97B8014814A0FC95A158FE573F84A885AD137383BC59700B55628046C26893B5","NotSigned","-",
"C:\Tiptorro\packages\printers\epson\driver\Tm-T88IV\EAPPPE03X.EXE","EAPPPE03X.EXE",".exe","43648","10DAE21B4A2878A8024F4EA8DCCD2728E011E7E7711E36C8B1AEE1371ABD37E5","Valid","CN=SEIKO EPSON CORPORATION, OU=Digital ID Class 3 - Microsoft Software Validation v2, OU=Information Service & Support Department, O=SEIKO EPSON CORPORATION, L=Suwa-shi, S=Nagano, C=JP","01.09.2014 01:59:59"
"C:\Tiptorro\packages\printers\hwasung\HWASUNG Printer Driver Installer.exe","HWASUNG Printer Driver Installer.exe",".exe","32256","50D711FB519D5C3A25B039072EB12510C95B9365B2FE7B5A4478568727651746","NotSigned","-",
"C:\Tiptorro\packages\device-manager\setup.exe","setup.exe",".exe","533504","73543459DE26E8E471B0FDAA7691BE57DB9DB20127A8EB866FD8FC2C386666D2","NotSigned","-",
"C:\Tiptorro\packages\printers\star\Setup.exe","Setup.exe",".exe","94968","1601532C7F90E6339556F4DBE773FDDA805E75650952533C37E7CE3993642535","Valid","CN=""STAR MICRONICS CO., LTD."", O=""STAR MICRONICS CO., LTD."", L=Shizuoka, S=Shizuoka, C=JP","22.03.2023 00:59:59"
"C:\Tiptorro\packages\printers\star\setup_x64.exe","setup_x64.exe",".exe","125555432","A2F67704F2057659C4271EE74D3DE5FFFB12241B4E8A0B178F0D1C99D5741DEB","Valid","CN=""STAR MICRONICS CO., LTD."", O=""STAR MICRONICS CO., LTD."", L=Shizuoka, S=Shizuoka, C=JP","22.03.2023 00:59:59"
"C:\Tiptorro\packages\printers\star\setup_x86.exe","setup_x86.exe",".exe","122199600","C9AD8CA748D2E6623FB6B500678AD40D1D68EE35D05193AE6621CB2AE1504A9E","Valid","CN=""STAR MICRONICS CO., LTD."", O=""STAR MICRONICS CO., LTD."", L=Shizuoka, S=Shizuoka, C=JP","22.03.2023 00:59:59"
"C:\Tiptorro\packages\teamviewer\TeamViewer_Setup.exe","TeamViewer_Setup.exe",".exe","38459680","906474404B144BBCEA507914BFF3838B9A169E21AD1787739E432AF33B1DC1B7","Valid","CN=TeamViewer Germany GmbH, O=TeamViewer Germany GmbH, L=Göppingen, S=Baden-Württemberg, C=DE","07.05.2026 01:59:59"
"C:\Tiptorro\packages\printers\hwasung\uninst.exe","uninst.exe",".exe","54866","D60882509D67A82B9758810AEA701C2168CB288535E6B644DC0F637B7CE4547E","NotSigned","-",
"C:\Tiptorro\packages\device-manager\DeviceManager.Service.Setup.msi","DeviceManager.Service.Setup.msi",".msi","2223616","77D03AA7D9668D707AC0458C104500F1A29AF0205270B5B4BD4A636B4AFD02AC","NotSigned","-",
